ID, NAME, DEX ENTRY, HEIGHT, WEIGHT, DEX NUMBER, CATEGORY, COUNT, Creature in RuneScape
806, Dessourt, Its gentlemanly appearence fools opponents into thinking it will be civil. They are wrong., 0, 0, , Desert, 6, 
807, Sharkizard, Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally., 0, 0, , Flame, 5, 
808, Basstoise, It crushes its foe under its heavy body to cause fainting. In a pinch### it will withdraw inside its shell., 0, 0, , Shellfish, 9, 
809, Raventzhaar, It is able to convert sunlight into energy. As a result### it is more powerful in the summertime., 0, 0, , Seed, 4, 
810, Wall_Beast, They lurk behind walls with cracks so small only their arms can get out., 0, 0, , Wall, 4, 
811, Wall_Beast_Mega_Form, Having unleashed beyond the walls they now seek to grab the world to them., 0, 0, , Grabbing, 8, 
812, Sourhog, An ill conceived experiment to make bigger pigs through magic created the Sourhog., 0, 0, , Sour, 4, 
813, Hand_Farmhand_Form, The most handy dandy help a farmer could wish for that is always happy to help out., 0, 0, , Farmhand, 8, 
814, Hand_Stuffed_Form, Stuffed### humiliated and hung up in a room the hand must now tolerate hand puns for an eternity., 0, 0, , Stuffed, 7, 
815, Hand_BrokenFingers_Form, The mask of broken fingers is said to show one's affinity for crawling hands., 0, 0, , Mask, 4, 
816, Hand_DeadHand_Form, To prove one's dominance over crawling hands### some players wear these on their heads., 0, 0, , Mask, 4, 
817, Hand_Dungeoneering_Form, Nobody knows how crawling hands got into Daemonheim. Some think they're just giving a helping hand., 0, 0, , Touchy, 6, 
818, Snake_Desert_Form, This snake hunts in the warm arid sand where the heat gives it natural camouflage., 0, 0, , Desert, 6, 
819, Snake_Poison_Form, Its unique colour allows it a weird sort of camouflage as it lurks between bushes., 0, 0, , Harmless, 8, 
820, Snake_Swamp_Form, They are faster at swimming through mud than walking on land and hunt passing humans., 0, 0, , Swamp, 5, 
821, Icxan, The herald of the Zodiac. It's always in some form of distress., 0, 0, , Blue, 4, 
822, Skeletal_Wyvern, The remains of what was once a wyvern### reanimated with an icy breath., 0, 0, , Skeletal, 8, 
823, Wyvern, Wyverns are distinguished from dragons by their wings being connected to their forearms., 0, 0, , Wyvern, 6, 
824, Impling_Gourmet_Form, As the impling keeps gathering food### it then eats it. This is the neverending cycle of its eating and hoarding disorder., 0, 0, , Gourmet, 7, 
825, Impling_Earth_Form, This type of impling is attuned to earth and nature### but even so it will still steal anything it can., 0, 0, , Earth, 5, 
826, Impling_Young_Form, As they grow older### young implings finds their own fields of specialization., 0, 0, , Young, 5, 
827, Impling_Pirate_Form, Some theorize that pirate implings are actually young implings that refused to grow up and move on., 0, 0, , Pirate, 6, 
828, Impling_Ninja_Form, An impling inspired by the swift moves of a ninja### moving like the wind it steals what it can., 0, 0, , Ninja, 5, 
829, Impling_Zombie_Form, This impling died and then rose from the dead### only to steal once more., 0, 0, , Zombie, 6, 
830, Impling_Eclectic_Form, The peculiar taste of this impling is so weird that some people don't notice it when they steal from them., 0, 0, , Eclectic, 8, 
831, Impling_Crystal_Form, An impling in harmony with balance and the god Seren. It then steals Seren's stuff., 0, 0, , Crystal, 7, 
832, Impling_Nature_Form, This impling's lifestyle is sometimes compared to a druid that has returned to a life of crime., 0, 0, , Nature, 6, 
833, Impling_Essence_Form, They open portals to the abyss and runecrafting altars to steal runes and other magic items., 0, 0, , Essence, 7, 
834, Impling_Divine_Form, Divination brought many things to Gielinor. This type of impling was one of them., 0, 0, , Divine, 6, 
835, Impling_Spirit_Form, Inspired by the acts of summoning### this impling hoards anything related to summoning., 0, 0, , Spirit Dag, 10, 
836, Araxyte_Baby, Small and insignificant### it will one day grow so big nothing can stop it., 0, 0, , Baby, 4, 
837, Araxyte_Acidic, The acid produced from its glands is so strong it can melt steel armour., 0, 0, , Acidic, 6, 
838, Araxyte_Mirrorback, Its name comes from its abdomen that looks like a stylized mirror### it is however not that gaudy and will still kill you., 0, 0, , Mirror, 6, 
839, Araxyte_Pulsing, The veins on its body pumps as if it had a pulse. It's said this is its bloodlust erupting., 0, 0, , Pulsing, 7, 
840, Araxxor, Feared by even the strongest of vampires### the Araxxor lairs in the deepest of Morytania., 0, 0, , Araxxi, 6, 
841, Araxxi, Fiendishly rivalrous### they will even defeat and eat their own mate if the mate shows weakness., 0, 0, , Araxxi, 6, 
842, Glacor_Enduring_Form, A Glacor attuned to energy that makes it withstand force### this enables it to fight for longer., 0, 0, , Enduring, 8, 
843, Glacor_Sapping_Form, Glacors with the ability to sap energy from its victims. The energy is then converted to coldness., 0, 0, , Sapping, 7, 
844, Glacor_Unstable_Form, When exposed to blunt force### these Glacors will sometimes explode due to their unstable nature., 0, 0, , Unstable, 8, 
845, Glacor, Beings from another realm put down by Lucien to defend the Stone of Jas., 0, 0, , Glacial, 7, 
846, Glacor_Arch_Form, The strongest of all Glacors### Wen kidnapped it from its world to serve their purpose., 0, 0, , Arch, 4, 
847, Jadinko_Common_Form, Vines protude from its body. The vines have different medicinal properties., 0, 0, , Vine, 4, 
848, Jadinko_Male_Form, The male jadinko gains huge masses of muscles to better serve their queen's whims., 0, 0, , Vine, 4, 
849, Jadinko_Queen, The queen stands stationary and rules its brood. When it dies### a new Queen emerges., 0, 0, , Queen, 5, 
850, Ruby_Harvest, A small red butterfly often caught by newbie hunters., 0, 0, , Ruby, 4, 
851, Sapphire_Glacialis, A light blue butterfly that manages to survive in the snowy cold landscape of Rellekka., 0, 0, , Glacialis, 9, 
852, Snow_Knight, It gets its name from how it boldly presses on even in the strongest winter wind., 0, 0, , Knight, 6, 
853, Black_Warlock, Their names come from their mystifying black coating that is reminscent of a black wizard., 0, 0, , Warlock, 7, 
854, Forge_Regent, Its coat burns as if it's a real flame### but it is actually just aflame., 0, 0, , Forge, 5, 
855, Guthixian_Butterfly, When Guthix died### his essence scattered and became these butterflies roaming all of Gielinor., 0, 0, , Guthixian, 9, 
856, Charming_Moth, A moth that charms its prey before it feasts on their liquids. Unless it's eaten first., 0, 0, , Charming, 8, 
857, Treborn, A very big butterfly that was once a regular Guthixian butterfly### but has since evolved., 0, 0, , Balance, 7, 
858, Draugen, The Draugen takes the shape of a butterfly until provoked### at that point it reveals its true form to enable combat., 0, 0, , Draug, 5, 
859, Macaw, It collects herbs and other medicinal remedies which it hoards in its nest., 0, 0, , Macaw, 5, 
860, The_Illusive, The last of Cyrisius' fears running away from its responsibility., 0, 0, , Illusive, 8, 
861, Doubt, Doubts spawned by the Inadequancy. They spawn forever as Cyrisius doubts himself., 0, 0, , Doubt, 5, 
862, Everlasting, Thoughts of never being good enough roam Cyrisius' mind as he struggles with the idea of battling., 0, 0, , Dread, 5, 
863, Untouchable, The Untouchable materializes the fear of not being strong enough to defeat even the smallest of foes., 0, 0, , Terror, 6, 
864, Inadequancy, A mass of fear and nightmares concentrated into one big monster., 0, 0, , Fear, 4, 
865, Chinchompa_Baby, The smallest of chinchompas### in small groups their mother sometimes explodes the weakest., 0, 0, , Baby, 4, 
866, Chinchompa_Grey_Baby, A grey chinchompa that will explode when exposed to blunt force trauma., 0, 0, , Grey, 4, 
867, Chinchompa_Red_Baby, The red baby chinchompa will sometimes explode from the stress of existing., 0, 0, , Red eyed, 8, 
868, Chinchompa_Cobalt, Cobalt chinchompa are sometimes utilized for fishing### it excels at killing its victims., 0, 0, , Cobalt, 6, 
869, Chinchompa_Viridian, Viridian in hue### this chinchompa is sometimes thrown by adventurers just to kill them., 0, 0, , Virisian, 8, 
870, Chinchompa_Crystal, Its mantle shines in crystalline colours as it's flung to its certain death., 0, 0, , Crystal, 7, 
871, Chinchompa_Plutonial, Since it's larger and more independent### this chinchompa will sometimes just### not explode., 0, 0, , Plutonial, 9, 
872, Chinchompa_Mechanized, A chinchompa with mechanized parts so it can go out in blazes of glory harder than any other chinchompa., 0, 0, , Mecha, 5, 
873, Chinchompa_Crimson, Its crimson coat is a grim reminder of the damage it can inflict when flung towards its enemies### fish., 0, 0, , Crimson, 7, 
874, Chinchompa_Black, They find their home in the deepest Wilderness where local wildlife leave them alone due to their explosions., 0, 0, , Black, 5, 
875, Chinchompa_Giant, A chinchompa from the spirit realm### when in a corner unable to fight back### it explodes., 0, 0, , Giant, 5, 
876, Vulture_RSHD_Form, Being nature's cleaning crew### vultures help the environment by getting rid of corpses., 0, 0, , Vulture, 7, 
877, Vulture_Pink_Form, Without vultures in the ecosystem diseases and plagues often spread to other animals., 0, 0, , Vulture, 7, 
878, Vulture_OSRS_Form, Their featherless heads allow them to stick their heads into carcasses without blood sticking to them., 0, 0, , Vulture, 7, 
879, Vulture_RS3_Form, While often seen as many and disease filled### they actually possess strong immune systems to negate disease and sickness., 0, 0, , Vulture, 7, 
880, Beagle, Their long ears are seen as endearing for children who keep them as pets., 0, 0, , Beagle, 6, 
881, Pug, Their short snouts cause breathing problems making them almost kill themselves in heat., 0, 0, , Pug, 3, 
882, Huskie, Genetically they're very close to wolves and are thus used to do tasks best fit for arctic terrain., 0, 0, , Huskie, 6, 
883, Shiba, In some cultures they are seen as spiritual guides. In others they are eaten., 0, 0, , Shiba, 5, 
884, Polar_Bear_Punished, Why did the Jmod allow this### Jagex pls., 0, 0, , Punished, 8, 
885, Lobstrocity, Part lobster### part monstrocity### one hundred percent pincers., 0, 0, , Lobstrocity, 11, 
886, Salamander_Yellow_Form, The strongest of all salamanders. Only expert hunters can catch these., 0, 0, , Yellow, 6, 
887, Abyssal_DeepSea_Walker, A rift in the deep sea spawned abyssal creatures adapted to water., 0, 0, , Sea, 3, 
888, Abyssal_DeepSea_Leech, In the depths of the sea### these beings lurk everywhere., 0, 0, , Sea, 3, 
889, Abyssal_DeepSea_Guardian, Far below the sea### these beings walk and roam without a true purpose but to devour all., 0, 0, , Sea, 3, 
890, Rift_Guardian, Created by Aliya when she sealed the rift to the Scar### these guard and protect it from invading abyssal creatures., 0, 0, , Nano, 4, 
891, Coral_Guardian, Being left in the deep sea for too long has caused corals to grow upon this guardian's body., 0, 0, , Coral, 5, 
892, Rewards_Guardian, Guardians enchanted by wizards for the sole purpose of giving rewards to other wizards., 0, 0, , Rewards, 7, 
893, Baboon_Normal_Form, Baboons show their rear ends to their foes to intimidate them with strong colours., 0, 0, , Baboon, 6, 
894, Baboon_Mage_Form, Infused with magical energy### this baboon is capable of casting spells., 0, 0, , Mage, 4, 
895, Baboon_Shaman_Form, It meditates several times a day to attain its spiritual powers to unleash them at its enemies., 0, 0, , Shaman, 6, 
896, Baboon_Thrower_Form, Without any true magic or purpose### this baboon simply throws things at its enemies., 0, 0, , Thrower, 7, 
897, Baboon_Cursed_Form, Cursed to live once more### these baboons are spiteful and lamented by their peers., 0, 0, , Cursed, 6, 
898, Baboon_Thrall_Form, They serve little purpose but the whims of their master. They have no free will of their own., 0, 0, , Thrall, 6, 
899, Baboon_Volatile_Form, When exposed to any sort of conflict that endangers its life### it will sometimes try to drag its enemies down with it., 0, 0, , Volatile, 8, 
900, Baboon_BaBa_Form, The apex of all Baboons brought back to life by The Devourer to defeat her enemies., 0, 0, , Guardian, 8, 
901, Scarab_Spitting_Form, It has a special organ that can emit an acidic spray at its enemies., 0, 0, , Spitting, 8, 
902, Scarab_Soldier_Form, Scarabs are born into castes### one of which is the soldier that fights every waking moment of its life., 0, 0, , Soldier, 7, 
903, Scarab_Arcane_Form, The Arcane scarabs are infused with magical energy that empowers them., 0, 0, , Arcane, 6, 
904, Scarab_Kephri_Form, It holds on to a large ball of dung to defeat its enemies. The dung is the secret to its power., 0, 0, , Dung boss, 9, 
905, Crocodile_Red_Form, Its red coat gives it just enough camouflage to kill anyone in red sand### but it lacks this camouflage in water., 0, 0, , Red eyed, 8, 
906, Zebak, Sent by The Devourer### Zebak kills any intruder to its tomb., 0, 0, , Krook, 5, 
907, Camel_Bank_Form, Expertly trained### this camel will gladly bank your items for you should you need its services., 0, 0, , Bank, 4, 
908, Slime_LilGloop, Small and slimy### this thing lacks the brainpower to do anything but follow its adventurer., 0, 0, , Gloop, 5, 
909, Slime_King, King of all slimes### and ruler over them. Slimes however do not possess much whim and thus do nothing., 0, 0, , King, 4, 
910, Graahk_Forsaken_Form, Forsaken by the world### the graahk rises from the dead in a bony form out of pure spite., 0, 0, , Forsaken, 8, 
911, Zygomite_Magical_Form, The rarest of all Zygomites. It's said to be so rare hardly anyone has seen it in decades., 0, 0, , Magical, 7, 
912, Zygomite_Zanarian_Form, This peculiar Zygomite is found only in Zanaris### the moon of Gielinor., 0, 0, , Zanarian, 8, 
913, Zygomite_Arcspore_Form, The spore emitted from this Zygomite is poisonous and deadly to anything with lungs., 0, 0, , Arcspore, 8, 
914, Zygomite_Daemoncap_Form, The mushrooms grown in the depth of Daemonheim gave birth to this Zygomite., 0, 0, , Daemoncap, 9, 
915, Zygomite_Ancient_Form, Long since thought extinct### this Zygomite emerged once more upon Gielinor., 0, 0, , Ancient, 7, 
916, Zulrah_Serpentine_Form, Zulrah asks for tributes and sacrifices from its followers### or else they feel its fury., 0, 0, , Serpentine, 10, 
917, Zulrah_Magma_Form, Donning its magma coat### Zulrah heats up the environment close to it and unleashes its rage., 0, 0, , Magma, 5, 
918, Zulrah_Tanzanite_Form, The Tanzanite coat on Zulrah makes its defence exceed that of diamonds., 0, 0, , Tanzanite, 9, 
919, Pig_Summoning_Form, A pig from the spirit realm summoned to Gielinor to help its summoner., 0, 0, , Pig, 3, 
920, TzTok_Jad_HD_Mega_Form, The most powerful creature in the TzHaar Fight Caves### this monster is capable of attacking with all three combat styles., 0, 0, , Tzhaar, 6, 
921, TzTok_Jad_RS3_Mega_Form, An extremely powerful obsidian fire elemental. Defeating one is the only way to access the TzHaar Fight Kiln., 0, 0, , Tzhaar, 6, 
922, Abyssal_Guardian, A creature that lives between realms. Its face confuses all., 0, 0, , Demon, 5, 
923, Slime_Queen, A giant pink slime that gives off pheromones that attract green slimes., 0, 0, , Slime, 5, 
924, Airut, A creature infused with essence of the God Tuska., 0, 0, , Tuska, 5, 
925, Skotizo, Once a general of Zamorak### this demon eventually betrayed him### living within the depths of the Kourend Catacombs to escape his wrath., 0, 0, , Demon, 5, 
926, Scurrius_Melee_Form, Evolving to face the dangers of adventurers### Scurrius is the apex of all rats on Gielinor., 0, 0, , King, 4, 
927, Scurrius_Ranged_Form, Part of the rat king Scurrius### the ranged head likes to throw stinky fur balls at adventures to disorientate them before eating them., 0, 0, , King, 4, 
928, Scurrius_Magic_Form, Despite being a much smaller part of the whole rat king### some believe Scurrius' mage head ultimately controls it., 0, 0, , King, 4, 
929, Broav_Zombie_Form, A broav returned to life. In this necromatic state it serves as a watchdog in the cold north., 0, 0, , Zombie, 6, 
930, Impling_Easter_Form, The lazy workforce of the Easter Bunny. Paid to paint eggs all day### they snooze off easily., 0, 0, , Easter, 6, 
931, Impling_Snow_Form, These implings only show up at Christmas time### purely to cause mischief., 0, 0, , Snow, 4, 
932, Impling_Wandering_Form, This impling can't be caught### instead it tells adventurers of its magical home plane### Puro-Puro., 0, 0, , Wandering, 9, 
933, Impling_Ghost_Form, These implings pick up necrotic energy to store### but adventurers always steal it., 0, 0, , Ghost, 5, 
934, Vorkath, An undead dragon missing its front leg. Abandoned for not being aggressive enough### it seeks to change that with its icy breath., 0, 0, , Undead, 6, 
935, Fox_Pyre, A fox given its name due to its coloration. Its fur is valued among hunters., 0, 0, , Pyre, 4, 
936, Fox_RecruitmentDrive, If the fox stays with the hen then it eats it. If the hen stays with the sack### it eats it. If the fox stays with the sack### nothing happens., 0, 0, , Puzzle, 6, 
937, Fox_Fennec, A desert dwelling fox known for its big ears. They can sense prey in the dark based on hearing., 0, 0, , Fennec, 6, 
938, Salamander_Tecu, A salamander native to the continent of Varlamore. Their tails are valued., 0, 0, , Tecy, 4, 
939, Jerboa, A small critter that runs when provoked. It can run at great speeds., 0, 0, , Jerboa, 6, 
940, Jerboa_Embertail, The tail on this jerboa looks like a small flame. When it runs### the flame flickers., 0, 0, , Embertail, 9, 
941, Antelope_Sunlight_Form, The horns on this goat absorb heat easily. It basks in sunlight when it rests., 0, 0, , Sunlight, 8, 
942, Antelope_Moonlight_Form, This antelope is rarely seen at daytime. In moonshine### it walks proudly., 0, 0, , Moonlight, 9, 
943, Capybara, Able to befriend anything it meets### the capybara exists to be the best., 0, 0, , Capybara, 8, 
944, Capybara_Orange, The orange on its head stands as proof of its superiority., 0, 0, , Chill, 5, 
945, Entling, The joyful spawn of an ent### these appear randomly to ask adventurers to prune them. They stun anyone who does not prune them properly., 0, 0, , Entling, 7, 
946, Piggles, If pigs could fly### they would be happy too. Piggles is happy you gave money to Jagex to get him., 0, 0, , Flying, 6, 
947, Wolpertinger_Mega_Form, This giant Wolpertinger appears so fearsome it could scare away a pack of trolls. Despite this### it's scared of wolves., 7.7, 122.5, 394, Wolprtinger, 11, Wolpertinger
948, Flesh_Spoiler_Naked_Form, The exposed inner core of the Flesh Spoiler. It is immobile### but can still be extremely deadly., 0, 0, , Stalker, 7, 
949, Flesh_Spoiler_Spawnling, When a Flesh Spoiler sheds itself these are what remain. Creating more Flesh Spoilers., 0, 0, , Spawnling, 9, 
950, Caustic_Gazer, The venomous spawn of the Seeker of Truth### it will do whatever it takes to protect its master., 0, 0, , Caustic, 7, 
951, Iris_Stalker, A stalker that has grown fond of an adventurer and joined them willingly. You feel as if you are being watched whenever it is nearby### though., 0, 0, , Iris, 4, 
952, Animated_Book, They say knowledge is power### but this book took that too literally and the arcane words within it brought it to life., 0, 0, , Animated, 8, 
953, Tome_of_Strength, An ancient tome of melee secrets summoned by the only known librarimancer in Gielinor., 0, 0, , Tome, 4, 
954, Tome_of_Ranged, This ancient tome contains ranged combat secrets### and is part of Lexicus' Almanac Army., 0, 0, , Tome, 4, 
955, Tome_of_Magic, An ancient tome of arcane secrets. It has been enchanted by Lexicus to attack anyone who dares cross him., 0, 0, , Tome, 4, 
956, Luminescent_Icefiend, A creature of pure ice### its body sparkles whenever the light hits it. It likes to lure in adventurers### and then crush them under falling icicles., 0, 0, , Luminescent, 11, 
957, Warped_Galuga, Originating from the Spirit Plane### this creature has been warped by its proximity to The Rift beneath Daemonheim., 0, 0, , Warped  , 8, 
958, Submastyx, A slow creature hunted by adventurers in Daemonheim to use their skin for ranged armour., 0, 0, , Dino, 4, 
959, Paramastyx, The fat in its body makes it an able meal for those who live exclusivly in the dungeons of Daemonheim., 0, 0, , Dino, 4, 
960, Archaemastyx, It's skin allows for quick movement. But due to its large percent of bodyfat it can never escape., 0, 0, , Dino, 4, 
961, Dromomastyx, To catch one the most efficiently### hunters made a trap that only cuts off its head., 0, 0, , Dino, 4, 
962, Spinomastyx, Hunters who gathers their hide can create good armour from this beast. But will never use it since it uses up their binds., 0, 0, , Dino, 4, 
963, Gallimastyx, Some argue that their brain is really small. Most people who arent mastyxes agree., 0, 0, , Dino, 4, 
964, Stegomastyx, To efficiently catch a mastyx### it is best to set up a guillotine and wait for it to curiocly poke its head in., 0, 0, , Dino, 4, 
965, Megamastyx, Their hide is hard but flexible and makes for great hide armour. Only the best archers wear armour made from their skin., 0, 0, , Dino, 4, 
966, Jelly_Alternate_Form, They devour their prey whole by acidic engulfment. Most of the time they just eat dust on the ground however., 0, 0, , Jelly, 5, 
967, Jelly_Dungeoneering_Form, As they clean surfaces really well### its theorized Bilrach implemented them in Daemonheim to clean the dungeon., 0, 0, , Jelly, 5, 
968, Jelly_Trollweiss_Form, The icy north of Trollweiss grants jellies the perfect cover. Where there is ice everywhere### noone questions a giant ice cube., 0, 0, , Ice cube, 8, 
969, Jelly_Vitreous_Form, More acidic than a regular jelly### these vitreous jellies destroys any metal they come in contact with., 0, 0, , Vitreous, 8, 
970, Jelly_Warped_Vitreous_Form, Raped and vitreous### these jellies lash out at anything to devour it or them whole., 0, 0, , Vitreous, 8, 
971, Moth_Sunlight_Form, They gather out when the sun is high to bask in the warmth. In midday they fly away in a flock., 0, 0, , Sunlight, 8, 
972, Moth_Moonlight_Form, During the full moon### flocks of Moonlight moths fly to create a spectacular sight., 0, 0, , Moonlight, 9, 
973, Stone_of_Jas_Mega_Form, The Eye of Saradomin. The Fist of Guthix. The Catalyst. The Cabbage of a Thousand Truths. The stone of Jas., 0, 0, , Cabbage, 7, 
974, Spirit_Warrior, A warrior fighting for Saradomin since ages past. Even in death their servitude goes on., 0, 0, , Warrior, 7, 
975, Spirit_Ranger, Found in the god wars dungeon. These rangers fight even beyond death., 0, 0, , Ranger, 6, 
976, Spirit_Mage, Guthix never endorsed war nor conflict. Yet his warriors and mages would fight for his cause forever., 0, 0, , Mage, 4, 
977, Essling, A being of pure runic energy garnering the power of elemental runes., 0, 0, , Essence, 7, 
978, Esshound, It holds the power of body### cosmic### astral### chaos### nature and law. If used well they can grant runecrafters these energies., 0, 0, , Hound, 5, 
979, Esswraith, Holding the power of death### soul and blood makes the Esswraith a likely match for high levelled runecrafters., 0, 0, , Wraith, 6, 
980, Harpy_Eagle, Their talons are the size of a bear. Often they mimic the mating calls of their prey to lure them out in the open., 0, 0, , Harpy, 5, 
981, Reborn_Warrior, A warrior reborn by the power of the Phoenix. In gratitude it protects its lair., 0, 0, , Reborn, 6, 
982, Reborn_Ranger, By the grace of the Phoenix### these rangers will block anyone who tries to save the Phoenix, 0, 0, , Reborn, 6, 
983, Reborn_Mage, Some of these mages can summon reborn warriors to their aid., 0, 0, , Reborn, 6, 
984, Jaguar_Orange_Form, A fearless predator who can even hunt crocodiles if they get the chance., 0, 0, , Jaguar, 6, 
985, Jaguar_Black_Form, The black fur helps it blend in the night. There it kills anything it can find., 0, 0, , Jaguar, 6, 
986, Tortle, These creatures come up on land to be hunted by high levelled hunters in the Whale's Maw., 0, 0, , Shelled, 7, 
987, Cockatrice_OSRS_Form, Meeting it's gaze causes petrification. Slayers are adviced to bring a mirror to act as a shield when handling them., 0, 0, , Cockatrice, 10, 
988, Cockathrice, The superior version of its species. Its gaze is strong enough to petrify even rocks., 0, 0, , Cockathrice, 11, 
989, Cockatrice_Moonlight, Legends speak of how these Cockatrices gaze up at the moon### hoping the beautiful thing will turn to a rock and fall down., 0, 0, , Moonlight, 9, 
990, Revenant_Imp, An imp that fought for Zamorak in the god wars. Lingering regret caused it to become a revenant., 0, 0, , Revenant, 8, 
991, Revenant_Dragon, The fabled white dragon was said to boast two heads. But in its current state its impossible to tell if this is truly a white Dragon., 0, 0, , Revenant, 8, 
992, Maledictus, A Zarosian demon holding the sigil of its god. The sigil keeps it grounded to this plane even in its torment., 0, 0, , Convicted, 9, 
993, Kalrag, A spider who consumed the blood of Iban and grew immense. It acts as the broodmaiden of blessed spiders., 0, 0, , Blessed, 7, 
994, Animawhal, An amalgamation of memories and energy becoming a small hunk of everything., 0, 0, , Puddle, 6, 
995, Animasaurus, Large energies and memories from the shattered world caused this being to exist., 0, 0, , Abomination, 11, 
996, Sea_Troll_Queen, The troll queen of the Piscatoris troll colony. Killing her means the sea troll tribe are left weakened., 0, 0, , Queen, 5, 
997, Yak_Lumber_Form, Yak's specialized for carrying lumber to mills and crafters. They are OK., 0, 0, , Lumber, 6, 
998, Cabbage_Shattered_World_Form, The memeories and love of cabbage that the world brings to fruition in the perfect shape. A cabbage., 0, 0, , Cabbage, 7, 
999, Vulture_Bearded_Form, They pick up bones and crush them from tall heights. Their diet is almost entirely bones., 0, 0, , Lammergeier, 11, 
1000, Kryket_Bat, The most perfect and bestest bat in the world according to everyone. No validation needed., 0, 0, , Kryket, 6, 
1001, Har_Aken, An ugly piece of shit Jagex thought could replace Jad. It cant because it is UGLY., 0, 0, , Tzhaar, 6, 
1002, Har_Aken_Tentacle, That goes for you too you tentacle fuck., 0, 0, , Tzhaar, 6, 
1003, Spirit_Fighter, For the Glory of Bandos### the measly sacrifice to keep on fighting even in death is trivial. For the Glory of Bandos., 0, 0, , Spirit, 6, 
1004, Spirit_Archer, Seren archers who fell in the God wars kept fighting even in death. Their archery is second to none., 0, 0, , Spirit, 6, 
1005, Spirit_Mystic, Tumeken dreamed for his empire to stand immortal. His mystics honour that by keeping on fighting for him even in death., 0, 0, , Spirit, 6, 
1006, Spirit_Knight, Abandoned and left to rot in the Zarosian prison. These warriors of Nex fight back even when life is no longer an option., 0, 0, , Spirit, 6, 
1007, Spirit_Scout, The godless is a new faction. Regardless their dedication to the edicts are remarkeable### allowing them to keep on struggling even after perishing., 0, 0, , Spirit, 6, 
1008, Spirit_Warmage, The Aviansie were long thought dead after the god wars. But some like these fought on even beyond death., 0, 0, , Spirit, 6, 
1009, Pomapoo, Often mistaken for a teddy bear due to their fur### this fluffy monster is capable of infatuating anyone they meet with their overwhelming cuteness., 0, 0, , Friend, 6, 
1010, Jadinko_Mutated, As vines sometimes grow mutations### so does the jadinko living by their roots., 0, 0, , Mutated, 7, 
1011, Jadinko_Ferocious, The most ferocious of male jadinkos gets to guard their queen., 0, 0, , Ferocious, 9, 
1012, Jadinko_Draconic, Embodying all aspects of a dragon this Jadinko is everything a dragon is except being a dragon, 0, 0, , Draconic, 8, 
1013, Jadinko_Carrion, The smell of this Jadinko is so repugnant that being near one is like breathing in the scent of death itself., 0, 0, , Carrion, 7, 
1014, Jadinko_Shadow, Connected to the shadow realm this Jadinko is clouded in mystery and brooding misery., 0, 0, , Shadow, 6, 
1015, Jadinko_Guthix, A Jadinko channeling the divine power of Guthix. God of nature., 0, 0, , Guthixian, 9, 
1016, Jadinko_Zamorak, Channeling the power of chaos. This Jadinko represents Zamorak., 0, 0, , Zamorak, 7, 
1017, Jadinko_Saradomin, The God of order emanates his power through this Jadinko. The Saradomin Jadinko., 0, 0, , Saradomin, 9, 
1018, Max_Golem, When a player has reached its maximum efficiency in all skills. They may create this golem to showcase their power., 0, 0, , Maxed, 5, 
1019, Flesh_Crawler, Their unending hunger has them scourge the Stronghold of Security for any resemblence of food., 0, 0, , Crawler, 7, 
1020, Zygomite_OSRS, Hailing from Gielinor's moon### Zanaris### these creatures are known for their vicious magical headbutt attacks., 0, 0, , Zygomite, 8, 
1021, Zygomite_OSRS_Ancient, These mushrooms have been warped by the unusual soil on Fossil Island to become even more deadly., 0, 0, , Ancient, 7, 
1022, Zygomite_RSHD_Mutated, These bouncy fungus are harmless until provoked by adventurers testing experimental sprays. No wonder they're so angry!, 0, 0, , Mutated, 7, 
1023, Zygomite_Gloomshroom, A zygomite that has been carefully domesticated to produce fruit for potion making. They're real fun guys now., 0, 0, , Gloom, 5, 
1024, Snail, It has been documented that a snail in top shape can reach a velocity of 0.020 miles per hour., 0, 0, , Snail, 5, 
1025, Rockslug_RSHD, Its thick hide is rock like to the point it cant be penetrated without salt., 0, 0, , Rockslug, 8, 
1026, Rockslug_OSRS, A large and feral rock slug that has grown harder and stronger than its brethren, 0, 0, , Rockslug, 8, 
1027, Seaslug, A slug forming a hivemind of Mother Mallum. Its psychic powers lets it enslave the minds of others., 0, 0, , Seaslug, 7, 
1028, Seaslug_Prince, When a sea slug grows to immense powers it becomes a herald of royalty., 0, 0, , Prince, 6, 
1029, Snail_Giant_OSRS, Its shell is gigantic and has protective propertive equal to a very large snail., 0, 0, , Giant, 5, 
1030, Snail_Giant_RS3, This giant snail is found in Morytania where it's eaten as food., 0, 0, , Giant, 5, 
1031, Snail_Thorny, In the spirit realm### these snails act as predators for summoners who wrongly enters their realm., 0, 0, , Thorny, 6, 
1032, Snail_Ravenous, A snail from the spirit realm known for spewing acid on its enemies., 0, 0, , Ravenous, 8, 
1033, Snail_Bruise_OSRS, The fatty meat of these snails is a delicacy in Ardougne., 0, 0, , Bruise, 6, 
1034, Snail_Bark_OSRS, The Bark snail gets its name from a drunk adventurer thinking it was a tree and justifying it as a bark like snail., 0, 0, , Bark, 4, 
1035, Snail_Blood_RS3, The pointy tipped shell it carries on its back is a prized token of great fashion in certain circles., 0, 0, , Blood, 5, 
